/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/center_2018_05_06_12_16_35_002.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/left_2018_05_06_12_16_35_002.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/right_2018_05_06_12_16_35_002.jpg,0,1,0,29.75769
/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/center_2018_05_06_12_16_35_076.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/left_2018_05_06_12_16_35_076.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/right_2018_05_06_12_16_35_076.jpg,0,1,0,30.16872
/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/center_2018_05_06_12_16_35_152.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/left_2018_05_06_12_16_35_152.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/right_2018_05_06_12_16_35_152.jpg,0,1,0,30.22943
/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/center_2018_05_06_12_16_35_223.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/left_2018_05_06_12_16_35_223.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/right_2018_05_06_12_16_35_223.jpg,0,1,0,30.13449
/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/center_2018_05_06_12_16_35_290.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/left_2018_05_06_12_16_35_290.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/right_2018_05_06_12_16_35_290.jpg,0,1,0,30.25777
/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/center_2018_05_06_12_16_35_363.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/left_2018_05_06_12_16_35_363.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/right_2018_05_06_12_16_35_363.jpg,-0.2,1,0,30.30209
/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/center_2018_05_06_12_16_35_431.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/left_2018_05_06_12_16_35_431.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/right_2018_05_06_12_16_35_431.jpg,-0.35,1,0,30.16852
/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/center_2018_05_06_12_16_35_508.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/left_2018_05_06_12_16_35_508.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/right_2018_05_06_12_16_35_508.jpg,-0.5500001,1,0,30.14063
/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/center_2018_05_06_12_16_35_589.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/left_2018_05_06_12_16_35_589.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/right_2018_05_06_12_16_35_589.jpg,-0.7500002,1,0,30.11114
/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/center_2018_05_06_12_16_35_666.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/left_2018_05_06_12_16_35_666.jpg,/home/obelix/Documents/code/udacity-cardnd/behavioral_cloning/dev/data/IMG/right_2018_05_06_12_16_35_666.jpg,-0.9500002,1,0,30.09578
